WORD	BFRQ	CNC	KFCAT	FAM	KFSMP	IMG	KFFRQ	NLET	CMEAN	NPHN	NSYL	T-LFRQ
CENTER	-	371	15	540	115	459	224	6	452	5	2	641
FASCISM	-	-	2	-	3	-	3	7	-	7	3	-
DANGERS	1	-	-	-	-	-	-	7	-	-	-	-
SHIPMENT	-	-	2	-	2	-	2	8	-	7	2	26
SATISFY	-	-	9	-	15	-	16	7	-	7	3	406
FLASHES	-	-	-	-	-	-	-	7	-	-	-	-
WRECKAGE	-	-	1	-	2	-	2	8	-	5	2	36
CHOWDER	-	-	1	-	1	-	1	7	-	5	2	16
OXIDE	-	462	1	397	2	337	3	5	364	5	2	1
DIFFERENCE	24	270	14	592	93	293	148	10	382	-	3	426
DIFFERENCE	24	270	14	592	93	293	148	10	382	7	2	426
CHECKING	2	-	-	-	-	-	-	8	-	-	-	-
SMOTHER	-	377	-	477	-	413	-	7	367	5	2	64
CONDENSATE	-	-	-	-	-	-	-	10	-	-	3	-
PRICES	7	-	-	-	-	-	-	6	-	-	-	-
TROTTED	-	-	-	-	-	-	-	7	-	-	-	-
CHANNELS	-	-	-	-	-	-	-	8	-	-	-	-
REPLICA	-	-	1	-	1	-	1	7	-	7	3	23
CAPTURED	-	-	-	-	-	-	-	8	-	-	-	-
SLOWEST	-	-	-	-	-	-	-	7	-	-	-	-
PROFIT	1	364	10	552	19	497	28	6	468	6	2	366
KOREA	-	-	-	-	-	-	-	5	-	-	-	-
GUILT	-	299	10	559	21	381	33	5	421	4	1	73
PUBERTY	-	-	1	-	1	-	1	7	-	7	3	-
GUNFIRE	-	-	-	-	-	-	-	7	-	-	-	-
ROMP	-	-	1	-	1	-	1	4	-	4	1	20
UNCERTAIN	3	-	10	-	21	-	22	9	-	6	3	107
CHART	1	532	7	533	15	531	22	5	403	4	1	94
COIN	-	581	8	564	10	603	10	4	503	3	1	85
SCOOP	1	-	4	-	4	-	5	5	-	4	1	39
FLYING	2	-	12	-	30	-	43	6	-	-	1	-
HAMPER	-	-	4	-	4	-	5	6	-	5	2	42
HEMORRHOID	-	-	-	-	-	-	-	10	-	7	3	-
CONQUEROR	-	-	1	-	1	-	1	9	-	7	3	28
FEEDING	1	-	7	-	14	-	26	7	-	-	2	-
VASECTOMY	-	-	-	-	-	-	-	9	-	-	-	-
PUN	-	-	1	-	1	-	1	3	-	3	1	1
STRETCH	1	-	10	-	17	-	26	7	-	6	1	411
ACADEMICS	6	-	-	-	-	-	-	9	-	-	-	-
EXPLAINING	2	-	-	-	-	-	-	10	-	-	-	-
PALINDROME	-	-	-	-	-	-	-	10	-	9	3	-
AFTERMATH	-	-	3	-	4	-	4	9	-	7	3	11
CODIFIES	-	-	-	-	-	-	-	8	-	-	-	-
NOURISHMENT	-	-	1	-	1	-	1	11	-	9	3	21
INSISTENT	-	-	4	-	8	-	8	9	-	9	3	41
COMEDY	-	365	8	588	18	489	39	6	-	6	3	126
PARIAH	-	-	1	-	1	-	1	6	-	5	2	-
CITIZENSHIP	1	-	2	-	3	-	3	11	-	9	4	62
WHOEVER	8	-	7	-	12	-	13	7	-	5	3	52
PROSTATE	-	-	2	-	2	-	2	8	-	7	2	-
EXPEL	-	-	2	-	2	-	2	5	-	6	2	18
REALIZES	-	-	-	-	-	-	-	8	-	-	-	-
SHIFTS	2	-	-	-	-	-	-	6	-	-	-	-
CONSTRUED	-	-	-	-	-	-	-	9	-	-	-	-
KIDNEY	-	-	3	-	3	-	6	6	-	5	2	19
SOAPED	-	-	-	-	-	-	-	6	-	-	-	-
HI	-	-	5	-	6	-	6	2	-	2	1	-
MULTIPLIES	-	-	-	-	-	-	-	10	-	-	-	-
GEARS	-	-	-	-	-	-	-	5	-	-	-	-
GAZELLE	-	-	1	-	1	-	1	7	-	5	2	2
TRANSPORTATION	-	403	7	487	26	430	43	14	570	-	4	62
AUDITORIUM	-	552	7	519	10	573	14	10	380	9	4	38
QUESTS	-	-	-	-	-	-	-	6	-	-	-	-
AGENDA	2	-	4	-	5	-	5	6	-	6	3	-
ENTRIES	-	-	-	-	-	-	-	7	-	-	-	-
DUE	8	-	14	-	92	-	142	3	-	3	1	464
CALCULATING	-	-	6	-	7	-	7	11	-	-	4	-
RINK	-	-	1	-	1	-	2	4	-	4	1	-
CLEANED	-	-	-	-	-	-	-	7	-	-	-	-
HONEYMOON	3	515	6	541	8	563	11	9	537	7	3	110
TWITCH	-	-	3	-	3	-	3	6	-	5	1	55
DEVOTE	-	-	9	-	12	-	15	6	-	5	2	219
CIRCUMCISION	-	-	1	-	1	-	1	12	-	10	4	-
BLASTING	3	-	2	-	2	-	2	8	-	-	2	-
MURDER	7	445	11	528	33	549	75	6	536	4	2	397
PHARMACOLOGY	-	-	-	-	-	-	-	12	-	10	5	-
WEEKDAY	-	-	2	-	2	-	2	7	-	5	2	-
IMAGINED	3	-	-	-	-	-	-	8	-	-	-	-
SCENARIO	-	-	1	-	1	-	1	8	-	7	4	13
PUNISH	-	344	2	536	3	474	3	6	519	5	2	56
WHEELS	2	-	-	-	-	-	-	6	-	-	-	-
TOUCHED	2	-	10	-	36	-	42	7	-	-	2	-
TEMPORARILY	3	-	-	-	-	-	-	11	-	-	-	-
CONVERSATIONALIST	-	-	-	-	-	-	-	17	-	14	6	-
LEAVE	54	-	15	-	136	-	205	5	-	3	1	2379
SLEEP	7	484	10	610	41	530	65	5	475	4	1	503
HANDED	2	-	10	-	30	-	38	6	-	-	2	-
DODGES	-	-	-	-	-	-	-	6	-	-	-	-
ARM	3	592	12	608	61	593	94	3	428	2	1	2338
GAIN	1	346	10	543	36	307	74	4	390	3	1	352
CACOPHONOUS	-	-	-	-	-	-	-	11	-	9	4	-
INTERRUPTIONS	-	-	-	-	-	-	-	13	-	-	-	-
CLARENCE	-	-	5	-	7	-	8	8	-	-	2	-
BEGAN	9	-	15	593	177	251	312	5	-	5	2	2006
ROADWAYS	-	-	-	-	-	-	-	8	-	-	-	-
HOST	-	-	10	-	24	-	36	4	-	4	1	132
TINIEST	-	-	-	-	-	-	-	7	-	-	-	-
ARROWS	-	-	-	-	-	-	-	6	-	-	-	-
HERPES	-	-	-	-	-	-	-	6	-	6	2	-
HETEROSEXUALITY	-	-	-	-	-	-	-	15	-	-	-	-
FIFTH	6	-	11	-	32	-	38	5	-	4	1	193
PRIMES	-	-	-	-	-	-	-	6	-	-	-	-
ARGUABLY	-	-	-	-	-	-	-	8	-	-	-	-
WHISKED	2	-	-	-	-	-	-	7	-	-	-	-
INSCRIBED	-	-	2	-	3	-	7	9	-	-	3	-
PICKING	5	-	8	-	14	-	14	7	-	5	2	-
COMPLIMENTING	-	-	-	-	-	-	-	13	-	-	-	-
LAP	1	540	8	505	13	531	19	3	392	3	1	146
CONFUSES	-	-	-	-	-	-	-	8	-	-	-	-
MESSED	1	-	-	-	-	-	-	6	-	-	-	-
TRAMP	-	-	1	-	1	-	1	5	-	5	1	100
PRINTER	2	-	1	-	2	-	3	7	-	6	2	21
TRANSMISSION	-	-	5	-	11	-	16	12	-	-	3	8
POINTED	5	-	13	-	65	-	74	7	-	6	2	150
NANNY	2	-	-	-	-	-	-	5	-	4	2	-
RAJ	-	-	-	-	-	-	-	3	-	3	1	-
DEPICTING	-	-	-	-	-	-	-	9	-	-	-	-
WOE	-	252	3	359	5	348	5	3	-	2	1	35
REPLICATE	-	-	-	-	-	-	-	9	-	-	3	-
MENTOR	-	-	1	-	1	-	1	6	-	5	2	12
CRYSTALLIZED	-	-	-	-	-	-	-	12	-	-	-	-
SONG	1	514	12	603	31	578	70	4	539	3	1	394
MELODRAMATIC	-	-	4	-	4	-	4	12	-	12	5	-
REASONABLE	11	-	12	585	51	305	64	10	-	-	3	155
REASONABLE	11	-	12	585	51	305	64	10	-	7	4	155
CONTRADISTINCTION	-	-	1	-	1	-	1	17	-	16	5	-
PRECEDENTS	2	-	-	-	-	-	-	10	-	-	-	-
FAKE	1	-	4	-	5	-	10	4	-	3	1	53
STRUCTURE	8	-	12	-	61	-	91	9	-	8	2	120
BEETS	-	-	-	-	-	-	-	5	-	-	-	-
ALBINO	-	-	-	-	-	-	-	6	-	6	3	1
DREADING	-	-	-	-	-	-	-	8	-	-	-	-
CHALLENGED	-	-	-	-	-	-	-	10	-	-	-	-
FERRIS	-	-	2	-	2	-	2	6	-	-	2	-
SHIELD	-	576	5	464	6	556	8	6	-	4	1	44
TUCKED	-	-	-	-	-	-	-	6	-	-	-	-
CYMBAL	-	513	-	375	-	494	-	6	308	6	2	9
FEELERS	-	-	-	-	-	-	-	7	-	-	-	-
FLESH	2	597	9	483	34	567	52	5	-	4	1	179
IRRITATE	-	-	-	-	-	-	-	8	-	6	3	87
PROBLEMS	19	-	-	-	-	-	-	8	-	-	-	-
RESPECTFUL	-	-	3	-	4	-	4	10	-	-	3	24
SPECTRE	-	-	1	-	1	-	1	7	-	6	2	-
DIMINISH	-	-	1	-	3	-	3	8	-	7	3	42
DREAMING	-	-	-	-	-	-	-	8	-	-	-	-
PLOTS	-	-	-	-	-	-	-	5	-	-	-	-
TRANSPLANTS	-	-	-	-	-	-	-	11	-	-	-	-
MOLY	-	-	-	-	-	-	-	4	-	4	2	-
HAWKING	-	-	-	-	-	-	-	7	-	-	-	-
VEGETARIANS	-	-	-	-	-	-	-	11	-	-	-	-
BUTTER	1	618	6	615	12	603	27	6	466	4	2	578
ROGUE	-	424	1	378	1	478	1	5	-	-	2	11
ROGUE	-	424	1	378	1	478	1	5	-	3	1	11
DRUG	5	555	6	539	11	564	24	4	-	4	1	123
RUDE	4	-	5	550	6	390	6	4	-	3	1	91
INTESTINAL	-	-	-	-	-	-	-	10	-	9	4	7
PARASITES	1	-	-	-	-	-	-	9	-	-	-	-
DELUDED	-	-	-	-	-	-	-	7	-	-	-	-
TECHNICAL	7	-	13	-	62	-	120	9	-	8	3	81
INOCULATIONS	-	-	-	-	-	-	-	12	-	-	-	-
YAH	1	-	-	-	-	-	-	3	-	2	1	12
DECK	-	566	7	507	12	539	23	4	445	3	1	330
WILDERNESS	-	512	6	405	10	564	11	10	-	8	3	85
NUMBERS	9	-	-	-	-	-	-	7	-	-	-	-
APRIL	6	-	11	-	41	-	71	5	-	5	2	-
DISTRAUGHT	1	-	1	-	1	-	1	10	-	7	2	17
STRAIGHT	31	404	15	582	80	453	114	8	415	5	1	690
ANALOGY	2	247	5	417	11	267	13	7	-	7	4	8
INNOVATE	-	-	1	-	1	-	1	8	-	6	3	-
SEWING	-	-	5	-	5	-	10	6	-	-	2	45
BETRAYAL	-	258	4	392	5	358	6	8	-	7	3	11
COMPANIES	5	-	-	-	-	-	-	9	-	-	-	-
STRANGLED	-	-	-	-	-	-	-	9	-	-	-	-
ADVENTURES	-	-	-	-	-	-	-	10	-	-	-	-
ALTERATIONS	-	-	-	-	-	-	-	11	-	-	-	-
CONCENTRATION	1	-	10	-	29	-	47	13	-	12	4	47
GRIND	2	441	2	486	2	485	2	5	400	5	1	81
BODE	-	-	-	-	-	-	-	4	-	3	1	6
LOWEST	-	-	9	-	13	-	13	6	-	-	2	-
MORON	-	-	-	-	-	-	-	5	-	5	2	-
SUBSTANTIAL	3	-	9	-	46	-	66	11	-	10	3	87
ASTRAY	-	-	3	-	3	-	3	6	-	5	2	15
EVERGREEN	-	555	1	399	1	554	1	9	-	7	3	52
ELEVEN	9	-	13	-	34	-	40	6	-	5	3	227
NICARAGUA	-	-	2	-	2	-	2	9	-	-	4	-
SECURING	-	-	-	-	-	-	-	8	-	-	-	-
TURTLE	-	644	3	509	4	564	8	6	431	4	2	21
BOWLING	1	-	-	-	-	-	-	7	-	-	2	6
CONFUSE	-	-	4	-	5	-	5	7	-	7	2	167
IMPEDE	-	-	-	-	-	-	-	6	-	5	2	6
MICROWAVE	-	-	-	-	-	-	-	9	-	-	-	-
DRAGON	-	-	1	425	1	-	1	6	-	6	2	34
TRANSITION	-	-	10	-	20	-	32	10	-	9	3	15
DIMENSIONS	-	-	-	-	-	-	-	10	-	-	-	-
UNTOUCHABLE	-	-	-	-	-	-	-	11	-	-	3	-
UNTOUCHABLE	-	-	-	-	-	-	-	11	-	9	4	-
SETS	7	-	-	-	-	-	-	4	-	-	-	-
SPRING	6	524	14	588	76	585	127	6	545	5	1	599
RETAIN	-	308	7	507	11	352	11	6	410	5	2	142
PICKS	-	-	-	-	-	-	-	5	-	-	-	-
DUSKY	-	-	2	-	2	-	2	5	-	5	2	28
BELONG	6	-	13	-	33	-	37	6	-	5	2	493
BALLISTIC	-	-	3	-	6	-	17	9	-	8	3	-
THREW	4	333	13	557	36	421	46	5	403	3	1	398
RATING	-	309	3	478	5	310	10	6	-	5	2	18
ATTORNEY	-	-	9	-	31	-	65	8	-	5	3	175
DISADVANTAGE	1	-	2	-	4	-	4	12	-	11	4	41
PROFOUND	1	-	11	-	27	-	27	8	-	7	2	79
SLAUGHTERED	-	-	-	-	-	-	-	11	-	-	-	-
POSSIBILITIES	2	-	-	-	-	-	-	13	-	-	-	-
ROMANIA	-	-	-	-	-	-	-	7	-	-	-	-
FLIPPED	-	-	-	-	-	-	-	7	-	-	-	-
BOGGLE	-	-	-	-	-	-	-	6	-	-	1	-
BOGGLE	-	-	-	-	-	-	-	6	-	4	2	-
MERCILESS	-	-	3	-	3	-	3	9	-	-	3	24
LOONY	1	-	-	-	-	-	-	5	-	4	2	-
BULLETIN	-	-	7	-	9	-	18	8	-	7	3	55
LUST	-	324	5	472	5	444	5	4	468	4	1	10
VIEWING	-	-	-	-	-	-	-	7	-	-	-	-
WEREWOLF	-	-	-	-	-	-	-	8	-	6	2	-
IMMUNE	-	-	-	-	-	-	-	6	-	5	2	16
FOOLISHLY	-	-	-	-	-	-	-	9	-	-	-	-
GAMES	6	-	-	-	-	-	-	5	-	-	-	-
FORTUNATE	1	-	8	-	18	-	22	9	-	-	3	136
FORTUNATE	1	-	8	-	18	-	22	9	-	7	2	136
EERIE	-	295	2	467	2	423	2	5	460	3	2	8
PERIODICALLY	-	-	-	-	-	-	-	12	-	-	-	-
CIRCUS	-	535	5	489	6	586	7	6	490	5	2	110
TEND	26	-	9	-	34	-	43	4	-	4	1	201
RUBBER	1	596	7	547	13	599	15	6	-	4	2	169
CLAUSE	3	-	3	-	6	-	9	6	-	4	1	13
CORRECTLY	4	-	-	-	-	-	-	9	-	-	-	-
FOOTAGE	-	-	-	-	-	-	-	7	-	-	-	-
INFINITIVES	-	-	-	-	-	-	-	11	-	-	-	-
PROVERBIAL	-	-	4	-	4	-	4	10	-	9	3	16
TEXAS	-	-	9	-	27	-	69	5	-	-	2	-
CALCULATIONS	-	-	-	-	-	-	-	12	-	-	-	-
PARDONS	-	-	-	-	-	-	-	7	-	-	-	-
THIRTIES	4	-	-	-	-	-	-	8	-	-	-	-
EDITORS	-	-	-	-	-	-	-	7	-	-	-	-
NEGATIVE	2	-	8	-	36	-	53	8	-	7	3	28
ERGO	-	-	-	-	-	-	-	4	-	3	2	-
BIT	187	392	13	460	73	432	101	3	392	3	1	977
LOOSEN	-	-	3	-	3	-	3	6	-	4	2	64
REDWOOD	-	-	1	-	1	-	2	7	-	6	2	11
SPIRITS	-	-	-	-	-	-	-	7	-	-	-	-
BRAZILIAN	-	-	4	-	4	-	4	9	-	9	3	-
RECONCILING	-	-	-	-	-	-	-	11	-	-	-	-
TESTING	2	-	-	-	-	-	-	7	-	-	-	-
CAMEL	-	597	1	421	1	561	1	5	372	5	2	24
INSANE	-	-	7	-	11	-	13	6	-	5	2	81
DANDER	-	-	-	-	-	-	-	6	-	-	2	-
VEGA	-	-	-	-	-	-	-	4	-	-	2	-
MUSICALLY	-	-	-	-	-	-	-	9	-	-	-	-
CLERKS	-	-	-	-	-	-	-	6	-	-	-	-
FORMED	3	-	12	-	56	-	76	6	-	-	2	-
SPEWING	-	-	-	-	-	-	-	7	-	-	-	-
SARCASTICALLY	-	-	-	-	-	-	-	13	-	-	-	-
EMOTION	3	260	8	549	24	478	34	7	-	6	3	354
RELEVANT	2	-	6	-	20	-	23	8	-	8	3	-
COLOURFUL	-	-	-	-	-	-	-	9	-	-	-	-
CONFRONT	1	-	6	-	8	-	8	8	-	8	2	105
PRIVACY	3	-	8	-	10	-	12	7	-	7	3	67
ORNITHOLOGIST	-	-	-	-	-	-	-	13	-	11	5	3
CREATOR	-	395	6	431	12	409	14	7	-	6	3	27
BENGAL	-	-	2	-	2	-	4	6	-	-	2	-
UNCLES	-	-	-	-	-	-	-	6	-	-	-	-
DIE	3	358	15	569	49	499	73	3	574	2	1	1079
MOUSTACHE	1	-	1	481	1	-	1	9	-	6	2	-
STELLA	-	-	1	-	1	-	1	6	-	-	2	-
SUGGEST	9	-	12	-	47	-	54	7	-	6	2	768
BOUQUET	-	566	2	473	2	599	4	7	423	4	2	59
SENTENCES	4	-	-	-	-	-	-	9	-	-	-	-
PEDESTRIAN	2	-	2	-	4	-	6	10	-	10	3	21
TRANSPORTER	-	-	-	-	-	-	-	11	-	-	3	-
FOUNDED	2	-	9	-	18	-	20	7	-	-	2	-
ARMIES	5	-	-	-	-	-	-	6	-	-	-	-
BARBS	1	-	-	-	-	-	-	5	-	-	-	-
ADDING	2	-	-	-	-	-	-	6	-	-	-	-
DINOSAUR	-	-	1	-	1	-	1	8	-	6	3	3
PONCHO	-	-	1	-	1	-	3	6	-	-	2	-
TIGERS	-	-	-	-	-	-	-	6	-	-	-	-
THROUGHOUT	6	-	14	-	106	-	141	10	-	5	2	241
PERSIMMON	-	-	-	-	-	-	-	9	-	7	3	14
ESKIMO	-	-	-	-	-	-	-	6	-	-	-	-
POSSESSIVE	-	-	4	478	4	383	4	10	-	7	3	20
FIGURES	4	-	-	-	-	-	-	7	-	-	-	-
HIP	-	-	6	-	9	-	10	3	-	3	1	126
NAPOLEON	-	-	4	-	6	-	7	8	-	8	3	-
WINDMILL	-	-	1	368	1	-	1	8	-	6	2	23
AFOOT	-	-	1	-	1	-	1	5	-	4	2	14
PLAYFUL	-	-	3	572	3	463	3	7	-	-	2	22
BLOUSE	-	640	1	562	1	595	1	6	530	4	1	85
THOR	-	-	3	-	3	-	9	4	-	-	1	-
ANIME	-	-	-	-	-	-	-	5	-	-	2	-
HOME	81	539	15	626	243	599	547	4	568	3	1	5559
JELLY	-	560	3	521	3	590	3	5	393	4	2	169
SNOWBALL	-	-	1	-	2	-	2	8	-	6	2	9
POSTPONE	1	-	6	-	6	-	7	8	-	7	2	52
CARVE	-	-	2	-	3	-	3	5	-	3	1	82
DUMBLEDORE	-	-	-	-	-	-	-	10	-	-	3	-
CHAPLAIN	-	-	4	-	4	-	5	8	-	7	2	33
RESOURCES	6	-	-	-	-	-	-	9	-	-	-	-
COSMONAUTS	-	-	-	-	-	-	-	10	-	-	-	-
ARGUMENTS	1	-	-	-	-	-	-	9	-	-	-	-
FRATERNAL	-	349	-	416	-	376	-	9	355	7	3	10
LADDERS	1	-	-	-	-	-	-	7	-	-	-	-
MASSIVE	-	-	13	-	29	-	33	7	-	5	2	38
LUCY	-	-	-	-	-	-	-	4	-	-	-	-
DODGERS	-	-	-	-	-	-	-	7	-	-	-	-
DEPRIVED	-	-	-	-	-	-	-	8	-	-	-	-
EUCALYPTUS	-	-	1	-	1	-	1	10	-	10	4	-
ARTIST	-	554	10	547	34	600	57	6	528	5	2	309
CHAUFFEUR	-	-	3	-	4	-	4	9	-	4	2	94
PUPPET	-	-	3	382	3	-	6	6	-	5	2	11
SPONTANEOUS	-	-	6	-	17	-	17	11	-	10	3	28
HERE	216	285	15	599	315	278	750	4	303	2	1	4125
RECONDITION	-	-	-	-	-	-	-	11	-	-	-	-
DIRECTED	3	-	-	-	-	-	-	8	-	-	-	-
NEAREST	8	-	-	-	-	-	-	7	-	-	-	-
COLUMN	3	520	12	519	34	491	71	6	-	5	2	171
DESCENDED	-	-	-	-	-	-	-	9	-	-	-	-
TRIANGULAR	-	-	4	-	5	-	5	10	-	10	4	20
LOYAL	-	-	10	-	17	-	18	5	-	-	1	91
TILES	5	-	-	-	-	-	-	5	-	-	-	-
CLIPS	-	-	2	-	2	-	2	5	-	-	1	-
AVOIDING	-	-	-	-	-	-	-	8	-	-	-	-
VARIATIONS	2	-	-	-	-	-	-	10	-	-	-	-
COVENANT	2	-	3	-	3	-	3	8	-	8	3	14
WHORISH	-	-	-	-	-	-	-	7	-	-	2	-
CLEAVAGE	-	-	1	-	1	-	2	8	-	6	2	3
URINATE	-	-	-	-	-	-	-	7	-	7	3	-
SPILLING	-	-	-	-	-	-	-	8	-	-	-	-
ADDICTED	-	-	3	-	3	-	3	8	-	-	3	18
PROVIDER	-	-	-	-	-	-	-	8	-	7	3	-
PASSION	-	300	8	502	22	467	28	7	487	5	2	236
OINTMENT	4	-	3	-	3	-	3	8	-	7	2	8
BUTTS	-	-	-	-	-	-	-	5	-	-	-	-
RESPIRATORY	-	-	3	-	5	-	17	11	-	12	6	9
BLABBING	-	-	-	-	-	-	-	8	-	-	-	-
HEAVEN	2	305	12	536	33	448	43	6	-	4	2	441
WHO	395	234	15	599	420	261	2252	3	310	2	1	9307
LOGIC	1	250	11	504	16	294	17	5	-	5	2	44
MONDAY	17	-	8	-	30	-	68	6	-	5	2	-
DROVE	2	447	10	432	48	353	62	5	-	4	1	490
UNORIGINAL	-	-	-	-	-	-	-	10	-	-	5	-
EVENT	7	379	12	574	62	334	81	5	-	5	2	332
ABNORMALITIES	-	-	-	-	-	-	-	13	-	-	-	-
EULOGY	-	-	-	-	-	-	-	6	-	6	3	9
ANY	354	222	15	542	433	206	1345	3	272	3	2	6532
BENEFICIAL	-	251	4	496	8	362	11	10	423	9	4	30
OPALESCENT	-	-	1	-	1	-	1	10	-	8	4	-
ROOM	89	566	15	627	159	545	383	4	495	3	1	3789
ROTATE	-	-	2	-	2	-	2	6	-	5	2	9
MORE	340	284	15	612	475	264	2216	4	351	2	1	8015
BRUTAL	-	402	6	446	6	427	7	6	467	5	2	54
CRUSTY	-	-	-	-	-	-	-	6	-	6	2	12
SLATE	-	-	4	-	6	-	10	5	-	4	1	52
PUMP	1	556	3	497	6	556	11	4	389	4	1	111
ENTHUSIASTICALLY	1	-	-	-	-	-	-	16	-	-	-	-
MASTER	5	498	13	495	54	495	72	6	-	5	2	376
COMPLIMENTARY	-	-	2	-	2	-	2	13	-	13	5	12
ENTHUSIASM	-	266	12	506	26	464	28	10	-	11	5	199
LICHEN	-	547	-	365	-	404	-	6	292	5	2	4
PERTURBATION	-	222	1	255	1	232	1	12	-	9	4	8
SCARY	-	-	2	-	2	-	2	5	-	-	2	-
BERETS	-	-	-	-	-	-	-	6	-	-	-	-
OUTBACK	4	-	1	-	1	-	3	7	-	-	2	-
WITTICISM	-	-	-	-	-	-	-	9	-	9	4	12
MASSES	3	-	-	-	-	-	-	6	-	-	-	-
PURCHASE	3	-	9	-	26	-	47	8	-	6	2	317
DIRECTION	8	336	14	562	82	399	134	9	-	8	3	441
BLEACHERS	-	-	-	-	-	-	-	9	-	-	-	-
STREAMS	-	-	-	-	-	-	-	7	-	-	-	-
TRILOGY	-	-	1	-	3	-	4	7	-	7	3	-
BIAS	1	-	3	399	6	-	8	4	-	-	1	17
BIAS	1	-	3	399	6	-	8	4	-	4	2	17
MUSA	-	-	-	-	-	-	-	4	-	-	2	-
CIRCULAR	8	404	6	487	12	543	21	8	451	7	3	71
DELIGHTFULLY	-	-	-	-	-	-	-	12	-	-	-	-
DUSTY	-	452	7	537	13	506	16	5	444	5	2	74
CELSIUS	-	-	-	-	-	-	-	7	-	-	-	-
EXPLODED	-	-	-	-	-	-	-	8	-	-	-	-
RESEARCHER	-	-	2	-	3	-	3	10	-	7	3	-
PUZZLE	-	449	9	486	9	510	10	6	-	4	2	278
RELATING	2	-	-	-	-	-	-	8	-	-	-	-
MOURNS	-	-	-	-	-	-	-	6	-	-	-	-
ER	1	-	-	-	-	-	-	2	-	-	1	103
WICKET	-	516	1	350	1	473	1	6	298	5	2	3
AUSTRIAN	-	-	2	-	2	-	4	8	-	7	2	-
INTERESTED	70	-	14	-	77	-	105	10	-	-	4	-
UNICYCLE	-	-	-	-	-	-	-	8	-	8	4	-
JANE	-	-	8	-	12	-	35	4	-	-	1	-
SOMETHING	341	-	15	-	222	-	450	9	-	-	3	3089
SOMETHING	341	-	15	-	222	-	450	9	-	6	2	3089
PIMP	-	-	2	-	2	-	3	4	-	4	1	-
MARKETING	1	-	4	-	9	-	43	9	-	-	3	-
TORTILLA	-	-	-	-	-	-	-	8	-	-	3	-
JESUS	5	-	6	-	18	-	64	5	-	-	2	-
WEAVE	-	-	2	-	4	-	4	5	-	3	1	28
SKI	-	590	2	551	2	615	5	3	500	3	1	38
PIVOTAL	-	-	1	-	1	-	1	7	-	6	3	-
GLARE	-	439	3	458	7	536	7	5	-	3	1	164
NETWORK	2	-	9	-	16	-	30	7	-	-	2	17
DINNERS	-	-	-	-	-	-	-	7	-	-	-	-
DRIVER	2	553	10	593	20	567	49	6	-	5	2	311
LEPER	-	-	-	-	-	-	-	5	-	4	2	19
AFFECTION	1	280	9	513	18	484	18	9	-	7	3	220
HIPPIE	-	-	-	-	-	-	-	6	-	-	-	-
TRANQUILITY	-	-	3	-	3	-	4	11	-	11	4	15
CROP	1	-	7	-	14	-	20	4	-	4	1	171
MEMO	-	-	1	-	1	-	1	4	-	4	2	-
UNDIVIDED	-	-	1	-	1	-	1	9	-	9	4	3
SIMILAR	18	-	14	554	113	324	157	7	-	6	3	264
GRACES	-	-	-	-	-	-	-	6	-	-	-	-
PRIEST	2	561	6	484	8	568	16	6	485	5	1	78
WEASELS	-	-	-	-	-	-	-	7	-	-	-	-
HANDY	4	-	8	-	12	-	13	5	-	5	2	77
TEASER	-	-	-	-	-	-	-	6	-	4	2	-
RESTORE	-	275	6	490	9	324	9	7	374	5	2	128
SPECIFIC	7	-	11	-	76	-	115	8	-	8	3	56
APPROPRIATED	-	-	-	-	-	-	-	12	-	-	-	-
HUSH	-	396	2	415	3	467	4	4	-	2	1	90
HUSH	-	396	2	415	3	467	4	4	-	3	1	90
SPORTSMANSHIP	-	-	1	-	1	-	1	13	-	11	3	15
FLIER	-	-	2	-	2	-	2	5	-	4	2	8
WHOO	-	-	-	-	-	-	-	4	-	-	1	-
DISHWASHER	-	-	-	-	-	-	-	10	-	-	-	-
HARPY	-	-	1	-	1	-	1	5	-	4	2	3
BORDER	8	444	11	489	18	453	20	6	-	4	2	213
HELPS	3	-	-	-	-	-	-	5	-	-	-	-
SMOOTHER	-	-	-	-	-	-	-	8	-	-	-	-
BREEDER	-	-	-	-	-	-	-	7	-	5	2	22
INHALE	-	417	-	516	-	461	-	6	402	5	2	23
DIFFERENTIAL	-	-	3	-	9	-	16	12	-	10	4	5
FORTH	10	322	14	474	61	336	71	5	295	3	1	465
SECURED	-	-	-	-	-	-	-	7	-	-	-	-
REGRETTED	1	-	-	-	-	-	-	9	-	-	-	-
STUDIO	4	-	9	-	17	-	31	6	-	7	3	209
ARCHDUCHY	-	-	-	-	-	-	-	9	-	8	3	-
RAINBOWS	-	-	-	-	-	-	-	8	-	-	-	-
BLACKEN	-	-	-	-	-	-	-	7	-	6	2	30
SPINACH	-	589	2	452	2	606	2	7	384	6	2	113
KNACK	-	-	4	-	4	-	4	5	-	3	1	33
HATCHES	-	-	-	-	-	-	-	7	-	-	-	-
CARS	4	-	-	-	-	-	-	4	-	-	-	-
COMBINE	2	402	8	493	14	359	17	7	364	6	2	372
BITS	26	-	-	-	-	-	-	4	-	-	-	-
AUTOBIOGRAPHY	6	-	3	-	5	-	5	13	-	11	6	15
MILLIMETRE	-	-	-	-	-	-	-	10	-	-	3	-
DOLPHINS	-	-	-	-	-	-	-	8	-	-	-	-
ENERGY	4	-	14	-	47	-	100	6	-	5	3	241
